#hg17.kgXref.kgID	hg17.kgXref.geneSymbol	hg17.knownToLocusLink.value
AF062341	CTNND1	1500
AF062341	CTNND1	1500
AF062341	CTNND1	1500
AF062341	CTNND1	1500
AF063002	FHL1	2273
AF063603	MRPS22	56945
AF063823	TRPC4	7223
AF063824	TRPC4	7223
AF063825	TRPC4	7223
AF063833	AF063833	5212
AF064092	AF064092	2778
AF064484	SLC11A2	4891
AF064493	LDB2	9079
AF064599	NOL3	8996
AF064605	DEDD	9191
AF064770	AF064770	1606
AF064771	AF064771	1606
AF064819	AF064819	28983
AF064842	AF064842	9378
AF067227	AF067227	778
AF067512	CDC2L1	985
AF067514	CDC2L1	985
AF067516	CDC2L1	985
AF067519	CDC2L2	985
AF067520	CDC2L2	985
AF067521	CDC2L2	985
AF067522	CDC2L2	985
AF067523	CDC2L2	985
AF067525	CDC2L2	985
AF067801	AF067801	n/a
AF067802	AF067802	51118
AF067854	ADSL	158
AF067864	TFR2	7036
AF068181	AF068181	29760
AF068286	AF068286	25778
AF068288	MS4A4E	51338
AF068652	AF068652	8861
AF068846	AF068846	3192
AF068916	BIN1	274
AF069054	AF069054	9331
AF069250	AF069250	51747
AF069734	AF069734	8464
AF070071	MSH5	4439
AF070608	AF070608	8692
AF070658	AF070658	23587
AF070662	TFIP11	24144
AF070992	TCFL5	10732
AF070992	TCFL5	10732
AF071111	AF071111	n/a
AF071309	AF071309	9968
AF071476	RGS9	8787
AF071476	RGS9	8787
AF071798	REV3L	5980
AF071884	PAK1	5058
AF072164	AF072164	n/a
AF072508	AF072508	30816
AF072814	AF072814	22823
AF072902	AES	166
AF073727	AF073727	29924
AF073745	PDE4A	5141
AF073887	AF073887	7268
AF074087	AF074087	3807
AF074480	AF074480	n/a
AF074480	AF074480	n/a
AF075429	TP73L	8626
AF075433	TP73L	8626
AF075587	MYCBP2	23077
AF076494	AF076494	3665
AF076494	AF076494	3665
AF077199	LYPLA1	10434
AF077960	CLN3	1201
AF077963	CLN3	1201
AF077964	AF077964	1201
AF077965	CLN3	1201
AF077967	AF077967	1201
AF077969	AF077969	1201
AF077972	CLN3	1201
AF077973	AF077973	1201
AF078037	AF078037	10848
AF078843	AF078843	51202
AF078867	SURF4	6836
AF079529	PDE8B	8622
AF080227	AF080227	8726
AF083116	PNMA3	29944
AF084530	AF084530	9988
AF084944	AF084944	9562
AF085244	ZNF236	7776
AF085359	AF085359	58515
AF085692	ABCC3	8714
AF086451	AF086451	9659
AF086629	VAPB	9217
AF086645	MTSS1	9788
AF086645	AF086645	9788
AF086908	AF086908	22823
AF087481	AF087481	10765
AF087853	GADD45B	4616
AF087856	AF087856	9611
AF087872	AF087872	57447
AF087890	SUCLA2	8803
AF087893	AF087893	9943
AF088184	AF088184	2778
AF088982	AF088982	25822
AF089087	AF089087	2859
AF089726	AF089726	9497
AF089841	FLNC	2318
AF090116	RGS7	6000
AF090423	AF090423	n/a
AF090693	AF090693	10659
AF090693	AF090693	10659
AF090884	AF090884	n/a
AF090890	AF090890	n/a
AF090891	AF090891	8887
AF090894	AF090894	n/a
AF090898	AF090898	n/a
AF090899	AF090899	79712
AF090901	AF090901	1807
AF090903	AF090903	n/a
AF090905	AF090905	10768
AF090907	AF090907	n/a
AF090908	AF090908	n/a
AF090909	AF090909	n/a
AF090919	AF090919	10721
AF090921	C9orf38	n/a
AF090926	AF090926	n/a
AF090927	AF090927	27335
AF090928	AF090928	n/a
AF090930	AF090930	n/a
AF090931	AF090931	n/a
AF090933	AF090933	n/a
AF090934	MEG3	n/a
AF090937	AF090937	n/a
AF090938	AF090938	n/a
AF090939	AF090939	n/a
AF090940	AF090940	n/a
AF090941	AF090941	n/a
AF090989	SIPA1L1	26037
AF091071	AF091071	11079
AF091073	AF091073	10061
AF091080	AF091080	55702
AF091352	VEGF	7422
AF091395	TRIO	7204
AF091627	TP73L	8626
AF092095	AF092095	10553
AF092511	AF092511	9962
AF092844	MDM2	4193
AF092844	AF092844	4193
AF092845	MDM2	4193
AF092845	AF092845	4193
AF093265	AF093265	9454
AF093825	AF093825	25843
AF095136	POMT1	10585
AF095289	PTTG3	n/a
AF095736	AF095736	1757
AF095737	AF095737	1757
AF095771	AF095771	27241
AF096300	MAP4K4	9448
AF096304	TM7SF2	7108
AF097431	AF097431	64175
AF097495	GLS	2744
AF098638	RABEP1	9135
AF099100	AF099100	11180
AF099100	AF099100	11180
AF099740	ACSL6	23305
AF100539	SH2D1A	4068
AF100540	SH2D1A	4068
AF100541	SH2D1A	4068
AF100542	SH2D1A	4068
AF100543	SH2D1A	4068
AF101054	PLEKHB1	58473
AF101434	WHSC2	7469
AF101728	AVPR2	554
AF104255	CRSP3	9439
AF104266	LPHN2	23266
AF104304	ZFYVE9	9372
AF104913	AF104913	1981
AF104938	LPHN2	23266
AF105151	AF105151	6891
AF105278	AF105278	6182
AF106685	AF106685	50804
AF106911	AF106911	9547
AF107203	AF107203	54715
AF107493	AF107493	10181
AF108658	AF108658	9415
AF109190	AF109190	n/a
AF109294	AF109294	4507
AF109355	EIF3S12	27335
AF109357	MRPL39	54148
AF109681	AF109681	22801
AF109681	ITGA11	22801
AF109733	SMARCD1	6602
AF110322	CDK5RAP3	80279
AF110377	AF110377	8295
AF110644	GH1	2688
AF111105	MAP3K2	10746
AF111113	AF111113	55975
AF111173	SLC9A5	6553
AF111344	CASP10	843
AF111708	AF111708	n/a
AF111800	STOML1	9399
AF111804	AF111804	23261
AF111847	ARFGAP3	26286
AF111848	AF111848	n/a
AF111851	AF111851	n/a
AF112221	AF112221	22902
AF113003	NCOR2	9612
AF113009	AF113009	n/a
AF113010	AF113010	n/a
AF113012	AF113012	n/a
AF113013	AF113013	n/a
AF113214	AF113214	59342
AF113251	GRHPR	9380
AF113538	AF113538	51720
AF113673	AF113673	10592
AF113687	C14orf91	n/a
AF113698	AF113698	n/a
AF114165	EDNRB	1910
AF114264	AF114264	91624
AF114817	AF114817	51385
AF115265	HFE	3077
AF115266	OPRL1	4987
AF116273	BAG1	573
AF116508	ETV7	51513
AF116545	AF116545	51380
AF116571	SOX13	9580
AF116601	AF116601	n/a
AF116603	AF116603	n/a
AF116604	AF116604	4216
AF116605	AF116605	n/a
AF116611	AF116611	n/a
AF116614	AF116614	51614
AF116619	AF116619	n/a
AF116626	AF116626	n/a
AF116629	AF116629	n/a
AF116632	AF116632	n/a
AF116641	AF116641	n/a
AF116646	AF116646	55454
AF116649	AF116649	n/a
AF116651	AF116651	n/a
AF116661	AF116661	n/a
AF116663	AF116663	55466
AF116664	AF116664	1207
AF116665	AF116665	n/a
AF116668	AF116668	n/a
AF116672	AF116672	n/a
AF116673	AF116673	n/a
AF116675	AF116675	n/a
AF116677	AF116677	n/a
AF116678	AF116678	n/a
AF116680	AF116680	n/a
AF116685	AF116685	n/a
AF116688	AF116688	n/a
AF116689	AF116689	n/a
AF116691	AF116691	4122
AF116704	AF116704	n/a
AF116706	AF116706	n/a
AF116714	AF116714	n/a
AF116718	AF116718	n/a
AF116723	SEC23IP	11196
AF116724	AF116724	25962
AF116725	AF116725	55827
AF116725	AF116725	55827
AF116728	AF116728	n/a
AF116729	TCEB3	6924
AF116771	TP73L	8626
AF117229	AF117229	51184
AF117233	AF117233	23608
AF117234	AF117234	10211
AF117647	CBLC	23624
AF117755	MED12	9968
AF117888	AF117888	4649
AF118062	AF118062	n/a
AF118066	AF118066	n/a
AF118069	AF118069	n/a
AF118070	AF118070	29015
AF118072	AF118072	n/a
AF118078	AF118078	n/a
AF118080	AF118080	n/a
AF118084	AF118084	n/a
AF118090	AF118090	213
AF118275	AF118275	473
AF118821	AF118821	3373
AF118821	AF118821	3373
AF118886	VAV3	10451
AF119230	AF119230	23522
AF119334	AF119334	23414
AF119569	PTCH2	8643
AF119833	PFTK1	5218
AF119842	AF119842	n/a
AF119844	AF119844	n/a
AF119849	AF119849	n/a
AF119850	EEF1G	1937
AF119851	AF119851	n/a
AF119858	EPS15L2	n/a
AF119860	AF119860	8449
AF119861	AF119861	n/a
AF119862	AF119862	n/a
AF119871	AF119871	n/a
AF119879	AF119879	n/a
AF119881	AF119881	n/a
AF119885	AF119885	n/a
AF119886	AF119886	n/a
AF119887	AF119887	n/a
AF119888	AF119888	n/a
AF119889	AF119889	n/a
AF119889	AF119889	n/a
AF119890	AF119890	213
AF119900	AF119900	n/a
AF119902	AF119902	n/a
AF119903	CYorf14	n/a
AF119906	AF119906	n/a
AF119910	AF119910	n/a
AF119912	AF119912	n/a
AF120323	AF120323	26230
AF120323	AF120323	26230
AF121861	SNX11	29916
AF123074	DNCI1	1780
AF123249	AF123249	26973
AF123538	AF123538	58497
AF123654	LZTS1	11178
AF123655	LZTS1	11178
AF123656	LZTS1	11178
AF123657	LZTS1	11178
AF123658	LZTS1	11178
AF124438	AF124438	26298
AF124489	ARFIP1	27236
AF124726	ACIN1	22985
AF124728	ACIN1	22985
AF124993	PRDX5	25824
AF125045	AF125045	51619
AF125534	AF125534	9603
AF125672	NCOR2	9612
AF126470	OPRL1	4987
AF126964	AF126964	79893
AF127480	AF127480	10846
AF128524	SLC8A1	6546
AF129133	CACNA1I	8911
AF129166	ACSL6	23305
AF130047	AF130047	n/a
AF130050	AF130050	n/a
AF130053	AF130053	n/a
AF130056	AF130056	n/a
AF130057	AF130057	n/a
AF130061	AF130061	n/a
AF130063	AF130063	n/a
AF130065	AF130065	n/a
AF130067	AF130067	5859
AF130071	AF130071	n/a
AF130074	AF130074	n/a
AF130079	AF130079	n/a
AF130082	AF130082	n/a
AF130083	AF130083	n/a
AF130084	AF130084	n/a
AF130090	C21orf116	n/a
AF130091	AF130091	n/a
AF130092	AF130092	22980
AF130099	AF130099	n/a
AF130105	AF130105	n/a
AF130107	AF130107	n/a
AF130112	C14orf57	n/a
AF130114	AF130114	n/a
AF130366	AF130366	51599
AF131810	AF131810	51063
AF131852	AF131852	374378
AF132200	AF132200	n/a
AF132201	AF132201	n/a
AF132203	AF132203	n/a
AF132206	AF132206	n/a
AF132363	HNRPH3	3189
AF132364	HNRPH3	3189
AF132946	AF132946	51001
AF132948	AF132948	51005
AF132954	AF132954	51608
AF132973	AF132973	51079
AF132984	AF132984	n/a
AF133270	SLIT2	9353
AF133659	ABCB7	22
AF134415	ABO	28
AF135021	AF135021	8727
AF135022	AF135022	9439
AF136176	AF136176	n/a
AF136715	CSAG2	9598
AF137378	AF137378	22801
AF139460	ZBTB20	26137
AF139768	AF139768	23601
AF140538	AF140538	11255
AF141870	ILF3	3609
AF143882	AF143882	n/a
AF143889	AF143889	92344
AF144074	AF144074	23193
AF144074	AF144074	23193
AF144094	MYO15A	51168
AF144244	AF144244	3077
AF144245	AF144245	3077
AF144648	GABRQ	55879
AF144745	AF144745	9615
AF145026	PPP3R2	5535
AF145710	CAMK2A	815
AF145711	CAMK2A	815
AF145715	AF145715	29970
AF145732	AF145732	11253
AF146568	AF146568	23786
AF146698	FOXP1	27086
AF146761	AF146761	56833
AF146796	AF146796	10568
AF146796	AF146796	10568
AF147782	ETV7	51513
AF148135	ZNF317	57693
AF148135	ZNF317	57693
AF149046	SCMH1	22955
AF149096	AF149096	7039
AF149097	AF149097	7039
AF149098	AF149098	7039
AF149724	INGX	n/a
AF150664	AF150664	3077
AF150882	AF150882	11280
AF151022	AF151022	51236
AF151035	AF151035	n/a
AF151046	AF151046	51244
AF151049	AF151049	27086
AF151055	AF151055	9969
AF151081	AF151081	11237
AF151783	C9orf88	64855
AF151783	AF151783	64855
AF151783	AF151783	64855
AF151808	AF151808	26100
AF151813	AF151813	26135
AF151825	AF151825	51104
AF151839	AF151839	51108
AF151843	AF151843	51111
AF151872	AF151872	25996
AF151877	AF151877	51643
AF152527	PCDHB17	n/a
AF153364	AF153364	695
AF153416	AF153416	54566
AF153604	USP15	9958
AF153686	AF153686	51150
AF154415	AF154415	9994
AF154415	AF154415	9994
AF154830	CPS1	1373
AF154845	AF154845	4139
AF154845	AF154845	4139
AF155120	AF155120	387521
AF155133	FOXJ2	55810
AF155381	ADAM22	53616
AF155508	AF155508	55892
AF155568	SYNCRIP	10492
AF155810	SLC25A14	9016
AF156100	AF156100	83872
AF156225	EPB41	2035
AF157320	UCHL5	51377
AF157323	FBXL5	26234
AF157492	AF157492	8671
AF158383	ATP1B4	23439
AF158555	GLS	2744
AF159025	AF159025	25792
AF159054	AF159054	n/a
AF159055	AF159055	n/a
AF159295	MARK3	4140
AF161445	AF161445	51528
AF161473	AF161473	27068
AF161485	AF161485	25764
AF161505	AF161505	29091
AF161522	C3orf4	56650
AF161528	AF161528	51388
AF161534	AF161534	29062
AF161539	AF161539	n/a
AF161549	AF161549	25879
AF161551	AF161551	27071
AF162447	PSENEN	55957
AF162666	TLK1	9874
AF162704	AF162704	367
AF163258	AF163258	n/a
AF163262	AF163262	23587
AF164598	AF164598	8881
AF164598	AF164598	8881
AF165281	ABCA1	19
AF165514	AF165514	158160
AF166329	PRLR	5618
AF167994	AF167994	n/a
AF168618	SPAG11	10407
AF169301	SLC13A4	26266
AF169694	PCDHA6	56142
AF169802	AF169802	51700
AF170294	AF170294	5757
AF170562	AF170562	29761
AF170562	USP25	29761
AF170702	AF170702	1295
AF170724	AF170724	55743
AF172085	AF172085	857
AF172265	TNIK	23043
AF172266	TNIK	23043
AF172267	TNIK	23043
AF172268	TNIK	23043
AF172269	TNIK	23043
AF172270	TNIK	23043
AF172271	TNIK	23043
AF172729	CLCN3	1182
AF172818	AF172818	83939
AF172819	AF172819	64231
AF172822	AF172822	92105
AF173157	AF173157	23463
AF173886	AF173886	n/a
AF173891	AF173891	56181
AF173898	AF173898	n/a
AF175207	KLRF1	51348
AF175409	AF175409	55966
AF175409	AF175409	55966
AF176039	AF176039	3159
AF176574	FOLH1	2346
AF176646	AF176646	10579
AF176706	AF176706	80204
AF176812	DRD2	1813
AF176918	AF176918	n/a
AF176921	AF176921	n/a
AF176924	AF176924	79001
AF177273	UGT2B28	54490
AF177274	UGT2B28	54490
AF177342	AF177342	51031
AF177377	AF177377	27436
AF177387	AF177387	55193
AF177761	AF177761	2064
AF177940	FXYD5	53827
AF177987	SLC24A2	25769
AF178941	AF178941	20
AF179221	AF179221	22992
AF179685	AF179685	6005
AF180301	CRHR1	1394
AF180425	AF180425	23272
AF180474	CNOT3	4849
AF180475	AF180475	4850
AF180519	GABARAPL3	n/a
AF181284	IL1RAPL1	11141
AF181660	AF181660	9019
AF182034	PKD2L2	27039
AF182038	AF182038	26959
AF182417	MRPS21	54460
AF182421	AF182421	54951
AF183185	OTOF	9381
AF183422	DDX19L	544314
AF183810	TRPS1	7227
AF185611	GH1	2688
AF186779	RGL1	23179
AF187724	AF187724	10608
AF187847	RHAG	6005
AF187858	ANGPT2	285
AF189713	AF189713	10801
AF189723	ATP2C1	27032
AF190155	AF190155	n/a
AF190160	AF190160	1836
AF190162	AF190162	n/a
AF190323	AF190323	286826
AF190642	PLCE1	51196
AF190748	AF190748	n/a
AF190860	CACNA1G	8913
AF191687	AF191687	189
AF191744	NFYC	4802
AF192523	AF192523	29881
AF192559	AF192559	23787
AF193041	AF193041	9400
AF193050	AF193050	n/a
AF193057	AF193057	7551
AF193339	AF193339	9451
AF193441	SIGLEC7	27036
AF193594	FBXW2	26190
AF193807	AF193807	57127
AF194537	AF194537	n/a
AF194971	C9orf130	n/a
AF195624	AF195624	56994
AF195764	AF195764	259215
AF195969	ARHGAP8	553158
AF196185	PARD3	56288
AF196186	AF196186	56288
AF196186	PARD3	56288
AF196568	TXNDC6	347736
AF198455	AF198455	51474
AF198455	AF198455	51474
AF198620	RBM8A	9939
AF199028	AF199028	23308
AF199420	FBXL5	26234
AF199458	SENP7	57337
AF200432	IMPA2	3613
AF200478	PPP4R1	9989
AF200815	AF200815	27148
AF201370	AF201370	4193
AF201385	TXNRD2	10587
AF202145	AF202145	9988
AF202635	AF202635	n/a
AF202640	AF202640	51704
AF202889	AF202889	116519
AF202897	AF202897	7163
AF202977	KCNQ5	56479
AF204269	AF204269	n/a
AF205073	SLCO2B1	11309
AF205435	MRPL46	26589
AF205718	AF205718	54984
AF205856	AF205856	3752
AF205857	AF205857	3752
AF208043	IFI16	3428
AF208070	KLHL3	26249
AF208070	KLHL3	26249
AF208161	AF208161	30816
AF208843	AF208843	57018
AF208967	AF208967	5178
AF208967	AF208967	5178
AF209929	CHRD	8646
AF210455	AF210455	10864
AF210650	C6orf50	n/a
AF211119	C9orf53	n/a
AF211189	CACNA1I	8911
AF212234	PECR	55825
AF212253	AF212253	55871
AF212995	CUL4B	8450
AF213365	TRIM37	4591
AF213457	AF213457	54209
AF213969	AF213969	29117
AF213969	AF213969	29117
AF214114	AF214114	51742
AF214519	PRKAG3	53632
AF214738	C9orf10	23196
AF216312	TMPRSS4	56649
AF216962	AF216962	54805
AF216962	AF216962	54805
AF217288	AF217288	27328
AF217504	SENP7	57337
AF217509	AF217509	55835
AF217510	AF217510	n/a
AF217751	PCDHB17	n/a
AF217970	AF217970	n/a
AF217973	AF217973	n/a
AF217975	AF217975	11200
AF217979	AF217979	27005
AF217981	AF217981	29990
AF217984	AF217984	5096
AF218001	AF218001	80305
AF218004	AF218004	1452
AF218008	AF218008	n/a
AF218012	AF218012	n/a
AF218015	ANGPT2	285
AF218016	AF218016	51148
AF218021	AF218021	n/a
AF218022	AF218022	80308
AF218027	AF218027	27343
AF218028	AF218028	81607
AF218085	SAMSN1	64092
AF218235	ETV7	51513
AF218313	AF218313	56897
AF218365	ETV7	51513
AF218366	ETV7	51513
AF219119	AF219119	51270
AF220021	TRIM3	10612
AF220022	TRIM3	10612
AF220029	AF220029	85363
AF220152	AF220152	10579
AF220153	FHL1	2273
AF220182	AF220182	55852
AF220217	AF220217	54536
AF220234	AF220234	n/a
AF220235	AF220235	n/a
AF220263	AF220263	n/a
AF220416	AF220416	51230
AF221098	AF221098	9649
AF221594	CPA6	57094
AF221846	AF221846	n/a
AF222341	CD28	940
AF222342	CD28	940
AF222343	CD28	940
AF222345	AF222345	51684
AF222694	LGALS12	85329
AF223357	AF223357	53944
AF224759	AF224759	9913
AF225417	AF225417	55591
AF225896	AF225896	7145
AF225981	ATP2C1	27032
AF225985	SCN1A	6323
AF225986	SCN3A	6328
AF226728	SHANK1	50944
AF226730	AS3MT	57412
AF227198	AF227198	51755
AF227257	RPGRIP1	57096
AF227516	SPRY4	81848
AF227948	HBXAP	51773
AF227969	AF227969	25970
AF229166	AF229166	n/a
AF229803	AF229803	n/a
AF229804	AF229804	n/a
AF229834	AF229834	51029
AF229845	AF229845	50700
AF230201	C20orf17	n/a
AF230406	PML	5371
AF230495	AF230495	53905
AF230496	AF230496	50506
AF230809	AF230809	64375
AF230924	C6orf82	51596
AF231056	ARID1A	8289
AF231056	AF231056	8289
AF231056	AF231056	8289
AF231056	AF231056	8289
AF231338	AF231338	56938
AF231339	AF231339	56938
AF231512	RBM8A	9939
AF233442	USP21	27005
AF233453	PRKCBP1	23613
AF234161	AF234161	25792
AF234262	AF234262	n/a
AF234882	AF234882	7982
AF235049	AF235049	25998
AF236083	GPR74	10886
AF237775	MKNK2	2872
AF238328	GNB1L	54584
AF239668	CCKBR	887
AF239726	AF239726	54149
AF239742	EVC	2121
AF240697	AF240697	10170
AF240698	AF240698	10170
AF241539	AF241539	n/a
AF242456	AF242456	26146
AF242522	AF242522	23598
AF242528	AF242528	49855
AF242540	CD244	51744
AF242772	AF242772	n/a
AF244129	AF244129	4063
AF244129	AF244129	4063
AF244138	PECI	10455
AF244138	AF244138	10455
AF244577	SLC17A5	26503
AF244930	WDR10	55764
AF244930	AF244930	55764
AF244976	LGALS12	85329
AF244977	LGALS12	85329
AF245481	AF245481	22877
AF245517	AF245517	50617
AF246239	AF246239	56947
AF246287	AF246287	55275
AF246960	AF246960	56938
AF246961	AF246961	56938
AF246962	AF246962	56938
AF246963	AF246963	56938
AF247042	AF247042	50801
AF247820	AF247820	800
AF248041	AF248041	57082
AF248480	AF248480	57055
AF248481	AF248481	57054
AF248955	AF248955	51593
AF248965	AF248965	51611
AF249273	AF249273	9774
AF249277	AF249277	n/a
AF249669	NKX3-1	4824
AF249670	NKX3-1	4824
AF249671	NKX3-1	4824
AF249672	NKX3-1	4824
AF249745	ARHGEF4	50649
AF250320	AF250320	n/a
AF250321	AF250321	26355
AF250920	AF250920	27086
AF250920	FOXP1	27086
AF251039	AF251039	51780
AF251043	ACADM	34
AF251047	AF251047	n/a
AF251048	AF251048	n/a
AF251052	AF251052	85021
AF251058	AF251058	92949
AF251510	LAIR1	3903
AF252293	PARD3	56288
AF253515	AF253515	57492
AF255443	CRNKL1	51340
AF255565	SP100	6672
AF256215	AF256215	56938
AF256223	AF256223	1998
AF257098	AF257098	n/a
AF257318	AF257318	51100
AF258341	POR	5447
AF258449	AF258449	2099
AF258450	AF258450	2099
AF258551	AF258551	n/a
AF258559	C6orf149	57128
AF258561	AF258561	10509
AF258565	AF258565	93100
AF258566	AF258566	7317
AF258572	AF258572	55876
AF258573	AF258573	84173
AF258574	AF258574	n/a
AF258575	AF258575	158427
AF258576	AF258576	200261
AF258577	AF258577	54910
AF258580	AF258580	55114
AF258583	RAB24	53917
AF258585	AF258585	n/a
AF258587	AF258587	n/a
AF258592	AF258592	55748
AF259965	AF259965	9622
AF259970	AF259970	9622
AF259971	AF259971	9622
AF260237	HES6	55502
AF260257	RPGRIP1	57096
AF260261	ABI2	10152
AF260262	AF260262	10006
AF260566	AF260566	9146
AF260728	AF260728	55716
AF261137	AF261137	26097
AF262322	AF262322	55240
AF262323	AF262323	54502
AF262403	LGTN	1939
AF262404	AF262404	8573
AF263242	AKR1CL2	83592
AF263293	AF263293	51100
AF263462	CGN	57530
AF263523	AF263523	59341
AF263523	AF263523	59341
AF263541	DYRK4	8798
AF263547	AF263547	1600
AF263742	GOLGA6	n/a
AF264626	AF264626	n/a
AF264780	AF264780	55291
AF265205	AF265205	29098
AF265230	AF265230	56254
AF265555	AF265555	57448
AF265666	RPGRIP1	57096
AF265667	RPGRIP1	57096
AF266283	AF266283	57646
AF267244	KLRF1	51348
AF267245	KLRF1	51348
AF267861	AF267861	1915
AF267862	FUNDC2	n/a
AF268048	BCAT2	587
AF268387	AF268387	79893
AF268421	AF268421	389903
AF268613	AF268613	n/a
AF268617	AF268617	n/a
AF268618	AF268618	n/a
AF268691	AF268691	8829
AF268913	AF268913	8289
AF269150	AF269150	56889
AF269150	AF269150	56889
AF269150	AF269150	56889
AF269150	AF269150	56889
AF269162	C21orf7	56911
AF269163	C21orf7	56911
AF269287	PLAC4	191585
AF269288	AF269288	55655
AF271776	AF271776	n/a
AF272348	DZIP1	22873
AF272390	MYO5C	55930
AF272663	GPHN	10243
AF273055	AF273055	3632
AF274571	DNASE2B	58511
AF274938	AF274938	n/a
AF274942	AF274942	n/a
AF274944	AF274944	n/a
AF274958	AF274958	6175
AF274972	AF274972	55367
AF275684	AF275684	n/a
AF275719	AF275719	3326
AF276292	AF276292	3805
AF276423	ERBB2IP	55914
AF276432	BCDO2	83875
AF276507	AF276507	85477
AF276507	SCIN	85477
AF276807	AF276807	11155
AF276808	AF276808	11155
AF276809	AF276809	11155
AF276948	AF276948	56987
AF276948	AF276948	56987
AF277175	AF277175	n/a
AF277177	AF277177	n/a
AF277180	AF277180	55173
AF277289	TNIP3	79931
AF277374	EPC1	80314
AF277624	ZNF479	n/a
AF278576	CKLFSF1	113540
AF279143	RASD2	23551
AF279778	AF279778	9910
AF279900	AF279900	4176
AF280111	CYP3A43	64816
AF280112	AF280112	64816
AF280113	AF280113	64816
AF280547	AF280547	8829
AF280814	VPS39	23339
AF281070	EIF4G1	1981
AF281070	AF281070	1981
AF281279	AF281279	n/a
AF282245	APP	351
AF282259	AF282259	2692
AF282260	AF282260	2692
AF282260	AF282260	2692
AF282262	AF282262	2692
AF282732	AF282732	7092
AF282885	AF282885	60495
AF282886	AF282886	60495
AF282899	LHX4	89884
AF283478	AF283478	27343
AF283478	POLL	27343
AF283512	AF283512	90957
AF283671	AF283671	140707
AF283984	AF283984	10859
AF283986	AF283986	10288
AF283988	AF283988	11006
AF284223	AF284223	10655
AF284768	LAMR1P15	n/a
AF285439	AF285439	3810
AF285606	TDRD1	56165
AF285758	KARS	3735
AF285785	EXOSC5	56915
AF286592	AF286592	56882
AF286696	OR6W1P	n/a
AF286905	EPC1	80314
AF287265	TPX2	22974
AF288087	AF288087	57419
AF288161	AF288161	8548
AF288397	AF288397	81626
AF288410	SLC26A6	65010
AF288573	AF288573	356
AF288741	AF288741	23762
AF288741	OSBP2	23762
AF289022	FTCD	10841
AF289023	FTCD	10841
AF289024	FTCD	10841
AF289495	AF289495	80321
AF289552	AF289552	n/a
AF289556	AF289556	9334
AF289559	AF289559	n/a
AF289560	AF289560	65258
AF289562	AF289562	n/a
AF289565	AF289565	79667
AF289566	AF289566	n/a
AF289568	AF289568	131601
AF289570	AF289570	n/a
AF289572	AF289572	79622
AF289574	AF289574	200186
AF289578	AF289578	84148
AF289582	AF289582	84787
AF289587	AF289587	29988
AF289589	AF289589	54020
AF289590	AF289590	n/a
AF289593	AF289593	n/a
AF289596	AF289596	n/a
AF289599	TERF2IP	54386
AF289605	AF289605	283237
AF289610	AF289610	n/a
AF289611	AF289611	n/a
AF289612	AF289612	54507
AF289613	AF289613	55200
AF289615	AF289615	n/a
AF290004	AF290004	27159
AF290612	AF290612	51203
AF290887	AF290887	10332
AF292005	AF292005	56652
AF293366	AF293366	n/a
AF293368	AF293368	220869
AF294278	PRDM16	63976
AF294627	LEF1	51176
AF294627	LEF1	51176
AF295327	AF295327	81494
AF295726	AF295726	56651
AF295728	AF295728	56651
AF295729	AF295729	56651
AF297711	AF297711	59277
AF297711	AF297711	59277
AF297711	AF297711	59277
AF297866	CLSPN	63967
AF297872	AF297872	55809
AF297872	AF297872	55809
AF298152	AF298152	55814
AF298547	NALP2	55655
AF299342	AF299342	8763
AF299343	AF299343	8763
AF299350	AF299350	55811
AF301909	AF301909	53841
AF302089	AF302089	140691
AF302502	AF302502	57161
AF302786	AF302786	84572
AF303584	AF303584	9611
AF303585	AF303585	9611
AF303586	AF303586	9611
AF304305	AF304305	57453
AF304450	AF304450	7871
AF305081	TNKS2	80351
AF305239	AF305239	10114
AF305816	AF305816	n/a
AF305817	AF305817	8675
AF305820	AF305820	n/a
AF305908	CHAT	1103
